"","vote","party.id","class","ethnicity","gender","mobility","inequality","btry","immcult","immcrime","immecon","bviolent","bhard","wappr","wfavors","wcontrol","jobworry","econstate","econgood","econnext","econfin","econahead","anxiety","bv","racism","xphobia"
"2333",0,"dem","lower","nonwhite","female",2,32,4,1,1,1,5,4,3,3,1,NA,4,4,2,3,3,NA,4,12,3
"2334",0,"dem","don't know/refuse","white","male",2,81,2,1,1,2,2,2,3,5,3,NA,2,2,2,2,3,NA,1,5,4
"2335",0,"ind","working","white","female",-6,-6,NA,NA,NA,NA,-6,NA,3,-6,2,NA,-6,2,1,NA,NA,NA,NA,NA,NA
"2336",1,"rep","middle","white","male",1,81,3,2,3,3,3,2,3,5,5,3,4,4,3,2,3,8,2,7,8
"2337",1,"rep","don't know/refuse","white","male",2,24,3,4,4,4,5,3,3,-9,3,2,4,4,2,3,4,9,4,10,12
"2338",0,"ind","don't know/refuse","white","male",3,36,2,1,2,3,4,1,3,5,3,2,1,3,3,1,3,6,3,6,6
"2339",0,"rep","middle","white","female",1,81,3,2,4,4,4,2,3,5,5,1,3,3,5,1,3,5,3,8,10
"2340",1,"rep","don't know/refuse","white","female",3,27,3,2,4,4,3,4,4,2,5,NA,4,4,3,3,3,NA,2,9,10
"2341",0,"ind","middle","white","female",2,75,3,2,3,4,4,1,5,5,5,1,3,3,3,3,3,7,3,7,9
"2342",0,NA,"lower",NA,"female",-9,79,NA,NA,NA,NA,-9,NA,3,-9,3,NA,-9,4,3,2,NA,NA,NA,NA,NA
"2343",0,"dem","working","white","female",-7,-7,NA,NA,NA,NA,-7,NA,1,-7,5,2,-7,3,3,NA,NA,NA,NA,NA,NA
"2344",0,"dem","middle","nonwhite","female",3,27,4,4,5,5,3,1,1,5,2,1,5,2,3,5,1,7,2,7,14
"2345",0,NA,"working","white","female",-6,-6,NA,NA,NA,NA,-6,NA,2,-6,5,1,-6,3,3,NA,NA,NA,NA,NA,NA
"2346",1,"rep","don't know/refuse","white","male",2,41,5,2,2,2,5,5,5,3,5,NA,4,4,3,1,3,NA,4,14,6
"2347",0,"dem","working","white","female",2,24,4,3,3,3,3,4,1,5,1,NA,2,3,2,2,3,NA,2,10,9
"2348",0,"ind","middle","white","female",2,41,4,3,2,3,4,3,4,5,5,2,1,3,3,3,3,8,3,10,8
"2349",1,"ind","working","white","female",3,38,5,4,3,3,5,4,3,4,2,NA,3,5,3,3,2,NA,4,13,10
"2350",0,"ind","working","nonwhite","male",2,36,4,3,3,3,4,4,3,4,3,1,3,4,3,2,4,7,3,11,9
"2351",0,NA,"don't know/refuse",NA,NA,-6,-6,NA,NA,NA,NA,-6,NA,-9,-6,-9,NA,-6,2,1,NA,NA,NA,NA,NA,NA
"2352",0,"dem","middle","white","male",2,52,2,2,2,2,4,2,4,4,4,NA,2,4,4,2,3,NA,3,7,6
"2353",0,"dem","working","nonwhite","female",3,34,1,1,1,2,1,1,2,5,2,2,3,2,2,5,4,11,1,3,4
"2354",0,"dem","don't know/refuse","white","female",2,53,3,3,4,4,5,4,4,4,3,1,4,4,3,4,4,9,4,11,11
"2355",1,"rep","don't know/refuse","white","female",1,27,5,3,4,4,4,3,5,5,5,NA,3,3,3,2,3,NA,3,11,11
"2356",0,"rep","middle","white","male",-6,-6,NA,NA,NA,NA,-6,NA,2,-6,2,2,-6,4,3,NA,NA,NA,NA,NA,NA
"2357",1,NA,"working",NA,"female",3,38,4,5,3,4,5,5,4,3,2,5,4,5,3,4,1,10,4,13,12
"2358",0,"ind","middle","white","female",1,38,5,3,2,3,3,3,4,5,4,NA,2,3,4,4,3,NA,2,10,8
"2359",0,"dem","middle",NA,"female",1,31,2,3,4,3,3,2,3,4,3,1,2,2,3,2,2,5,2,6,10
"2360",1,"rep","middle","white","female",2,50,4,3,4,3,4,5,5,5,5,4,4,4,3,2,2,8,3,12,10
"2361",1,"ind","working","white","male",2,28,5,2,3,2,5,4,3,4,3,1,3,3,3,2,2,5,4,13,7
"2362",1,"rep","middle","white","male",2,5,4,1,2,2,4,3,3,3,3,NA,2,3,3,1,3,NA,3,10,5
"2363",1,"rep","working","white","male",2,24,5,1,3,2,-9,3,5,5,5,2,4,4,4,3,2,7,NA,NA,6
"2364",0,"dem","working","white","male",2,50,1,1,1,2,2,1,5,5,5,2,2,2,3,3,4,9,1,3,4
"2365",0,"ind","lower",NA,"female",-6,-6,NA,NA,NA,NA,-6,NA,3,-6,3,NA,-6,3,5,NA,NA,NA,NA,NA,NA
"2366",0,"ind","don't know/refuse","white","male",-6,-6,NA,NA,NA,NA,-6,NA,3,-6,3,NA,-6,3,3,NA,NA,NA,NA,NA,NA
"2367",0,"rep","middle","nonwhite","female",2,24,2,1,1,4,5,1,3,5,3,3,4,2,2,5,3,11,4,7,6
"2368",0,NA,"don't know/refuse","white","male",2,24,2,1,1,2,5,2,4,4,4,1,2,4,4,2,4,7,4,8,4
"2369",0,"dem","lower","white","female",-7,-7,NA,NA,NA,NA,-7,NA,3,-7,3,1,-7,3,2,NA,NA,NA,NA,NA,NA
"2370",1,"ind","upper","white","female",2,49,4,3,3,2,6,4,2,4,3,NA,4,3,3,2,4,NA,5,13,8
"2371",0,"dem","middle","white","male",-7,-7,NA,NA,NA,NA,-7,NA,3,-7,4,2,-7,2,2,NA,NA,NA,NA,NA,NA
"2372",0,"dem","don't know/refuse","white","female",2,32,1,1,1,3,2,1,5,5,5,NA,2,4,3,2,4,NA,1,3,5
"2373",0,"dem","don't know/refuse","nonwhite","female",2,41,3,2,4,1,7,5,3,4,3,5,2,4,3,3,3,11,5,13,7
"2374",1,"ind","working","white","male",2,24,5,1,4,2,5,4,5,4,5,1,2,4,3,2,1,4,4,13,7
"2375",0,NA,"middle","nonwhite","male",2,32,3,2,3,4,4,3,3,4,2,NA,5,5,5,1,5,NA,3,9,9
"2376",0,"ind","middle","white","male",-6,-6,NA,NA,NA,NA,-6,NA,2,-6,1,1,-6,3,2,NA,NA,NA,NA,NA,NA
"2377",0,"dem","lower","white","male",-6,-6,NA,NA,NA,NA,-6,NA,3,-6,3,NA,-6,5,3,NA,NA,NA,NA,NA,NA
"2378",0,"rep","middle","white","female",-6,-6,NA,NA,NA,NA,-6,NA,3,-6,5,NA,-6,4,2,NA,NA,NA,NA,NA,NA
"2379",0,"ind","middle","nonwhite","male",1,32,2,1,1,1,4,1,3,5,5,1,3,3,2,1,1,3,3,6,3
"2380",0,"dem","middle","nonwhite","female",2,26,1,1,1,1,7,5,2,5,2,5,3,4,4,5,2,12,5,11,3
"2381",0,"rep","middle","white","male",-6,-6,NA,NA,NA,NA,-6,NA,-5,-6,-5,NA,-6,3,3,NA,NA,NA,NA,NA,NA
"2382",0,"ind","don't know/refuse","nonwhite","female",2,32,3,1,2,3,5,2,2,4,3,1,4,3,3,4,2,7,4,9,6
"2383",1,"rep","working","nonwhite","male",1,79,5,3,3,3,4,2,1,1,2,1,2,4,3,2,1,4,3,10,9
"2384",1,"ind","don't know/refuse","white","female",2,50,5,4,2,4,3,1,4,5,3,2,5,3,5,3,1,6,2,8,10
"2385",0,"ind","working","nonwhite","female",2,41,5,4,3,2,3,3,3,3,3,3,2,4,5,4,3,10,2,10,9
"2386",0,"dem","middle","white","male",2,81,3,1,3,1,4,3,3,5,3,1,1,2,2,1,3,5,3,9,5
"2387",0,"dem","working","white","male",2,30,3,3,2,2,5,4,2,4,3,4,2,3,3,4,4,12,4,11,7
"2388",0,"dem","middle","white","female",2,49,1,1,2,1,2,1,4,4,5,1,2,2,2,2,4,7,1,3,4
"2389",0,"dem","working","nonwhite","male",3,34,3,3,3,3,4,3,2,2,3,NA,3,4,5,3,3,NA,3,9,9
"2390",1,"dem","working","white","male",2,81,3,3,3,3,3,3,4,5,4,2,3,4,3,4,4,10,2,8,9
"2391",1,"ind","lower","white","male",2,80,4,2,4,2,5,4,2,4,2,NA,4,4,3,4,4,NA,4,12,8
"2392",0,"dem","middle","white","male",2,48,4,2,4,3,4,2,5,5,4,2,3,2,3,4,3,9,3,9,9
"2393",0,"ind","working","white","male",2,17,2,1,1,2,5,2,5,4,4,1,3,3,4,2,5,8,4,8,4
"2394",0,"rep","lower","white","female",2,4,5,4,4,4,4,4,5,4,5,5,4,5,5,5,5,15,3,12,12
"2395",0,"dem","middle","white","female",2,800,4,2,2,2,6,2,5,5,5,NA,3,3,3,5,4,NA,5,11,6
"2396",0,"dem","don't know/refuse",NA,"female",1,32,5,1,4,4,4,2,3,3,3,1,3,4,4,2,2,5,3,10,9
"2397",1,"rep","middle","white","female",2,30,3,3,4,3,4,4,5,5,5,2,4,4,3,3,3,8,3,10,10
"2398",0,"rep","middle","white","male",2,27,3,4,4,3,5,3,2,4,2,2,3,4,3,4,4,10,4,10,11
"2399",0,"ind","don't know/refuse","white","male",-6,-6,NA,NA,NA,NA,-6,NA,4,-6,3,NA,-6,3,3,NA,NA,NA,NA,NA,NA
"2400",0,"dem","don't know/refuse","nonwhite","male",3,24,1,4,4,4,4,1,3,4,4,1,1,3,3,3,5,9,3,5,12
"2401",0,"dem","upper","white","male",3,800,4,2,3,2,6,4,5,5,5,NA,2,2,2,1,3,NA,5,13,7
"2402",0,"dem","lower","nonwhite","male",3,800,4,5,5,2,1,5,1,1,1,NA,1,1,-2,4,4,NA,1,10,12
"2403",1,"rep","don't know/refuse","white","male",2,24,2,4,3,4,5,2,3,2,2,1,2,3,3,3,5,9,4,8,11
"2404",0,"ind","don't know/refuse","white","male",2,50,3,3,4,3,5,3,4,5,5,5,4,3,4,4,4,13,4,10,10
"2405",0,"ind","middle","white","female",2,17,3,4,5,4,3,1,1,5,4,NA,3,5,4,2,4,NA,2,6,13
"2406",0,"dem","don't know/refuse","white","male",1,13,2,1,1,3,3,3,5,3,5,1,3,3,3,1,2,4,2,7,5
"2407",0,"dem","lower","nonwhite","female",2,48,1,3,3,3,2,5,2,1,2,NA,2,4,3,5,4,NA,1,7,9
"2408",0,"dem","working","nonwhite","female",2,47,2,3,3,3,4,3,1,3,1,NA,4,2,1,2,3,NA,3,8,9
"2409",0,"rep","don't know/refuse","white","female",3,41,4,3,2,2,3,4,4,4,4,4,4,4,4,3,2,9,2,10,7
"2410",0,"rep","middle","white","female",-7,-7,NA,NA,NA,NA,-7,NA,2,-7,2,NA,-7,2,3,NA,NA,NA,NA,NA,NA
"2411",0,"rep","working","white","female",2,25,2,2,2,3,5,2,4,3,4,NA,4,4,4,3,4,NA,4,8,7
"2412",0,"ind","middle","white","female",3,26,4,1,1,2,2,4,3,4,5,NA,3,2,3,1,1,NA,1,9,4
"2413",0,"dem","don't know/refuse","white","female",2,38,2,3,3,3,4,2,3,3,3,1,3,4,3,3,3,7,3,7,9
"2414",1,NA,"lower","white","male",2,38,4,2,3,3,4,4,3,2,3,2,3,4,4,3,2,7,3,11,8
"2415",0,"dem","don't know/refuse","white","female",3,32,1,1,1,2,2,1,5,5,5,NA,2,2,3,1,3,NA,1,3,4
"2416",1,"rep","don't know/refuse","white","female",2,5,4,4,3,4,4,4,2,4,2,1,3,4,3,3,2,6,3,11,11
"2417",0,"rep","don't know/refuse","white","female",2,38,5,2,4,3,5,5,3,2,3,NA,2,2,3,2,3,NA,4,14,9
"2418",0,"dem","don't know/refuse","nonwhite","male",2,32,3,3,3,2,4,3,2,3,1,NA,5,2,1,3,4,NA,3,9,8
"2419",0,"dem","working","nonwhite","female",2,52,2,1,1,2,4,2,4,5,3,NA,2,2,5,4,2,NA,3,7,4
"2420",0,"ind","working","white","female",1,52,1,1,1,1,3,1,5,4,5,NA,2,2,3,3,2,NA,2,4,3
"2421",0,"ind","upper","white","male",3,34,5,2,5,2,6,5,3,2,1,1,3,3,3,3,1,5,5,15,9
"2422",0,"dem","middle","white","male",2,81,1,1,1,2,4,1,5,5,5,NA,2,3,3,2,3,NA,3,5,4
"2423",0,"rep","middle","white","female",1,80,4,3,3,3,4,3,3,5,2,NA,3,3,4,3,2,NA,3,10,9
"2424",0,"rep","lower","white","female",-6,-6,NA,NA,NA,NA,-6,NA,3,-6,2,NA,-6,5,3,NA,NA,NA,NA,NA,NA
"2425",1,"rep","middle","white","male",2,50,5,3,4,3,5,4,4,5,3,1,5,5,3,3,2,6,4,13,10
"2426",0,"dem","middle","white","male",2,52,1,1,1,1,4,2,4,4,5,2,2,4,3,3,4,9,3,6,3
"2427",1,"dem","don't know/refuse","white","female",2,41,5,4,5,5,3,3,2,5,3,1,2,4,3,1,3,5,2,10,14
"2428",0,"ind","middle","white","female",3,38,3,2,2,2,4,2,3,4,3,NA,4,4,4,4,3,NA,3,8,6
"2429",1,"rep","don't know/refuse","white","male",2,50,2,4,5,2,5,2,2,4,2,2,4,4,2,3,3,8,4,8,11
"2430",0,"dem","working","white","female",2,24,5,3,4,4,3,4,3,5,3,NA,3,4,3,1,4,NA,2,11,11
"2431",1,"ind","middle","white","male",2,27,3,1,3,1,5,4,5,3,3,1,3,4,4,5,5,11,4,11,5
"2432",0,"dem","don't know/refuse","nonwhite","female",1,80,1,3,1,2,2,2,5,4,5,1,1,2,3,1,3,5,1,4,6
"2433",0,"dem","working","white","female",2,48,4,3,3,3,5,2,5,5,5,1,2,3,3,4,4,9,4,10,9
"2434",0,"ind","middle","white","female",1,24,4,3,3,3,4,2,4,4,3,1,2,4,3,3,4,8,3,9,9
"2435",0,"ind","middle","white","male",2,21,5,1,2,3,6,5,3,2,4,1,2,4,2,2,4,7,5,15,6
"2436",0,"dem","lower","nonwhite","female",3,800,3,3,3,2,5,3,5,3,3,1,3,3,3,3,3,7,4,10,8
"2437",1,NA,"middle","white","male",3,50,4,3,2,3,4,4,4,2,4,2,3,4,4,1,2,5,3,11,8
"2438",0,"dem","middle","nonwhite","female",2,26,1,3,3,3,4,1,2,4,3,NA,3,4,3,5,4,NA,3,5,9
"2439",0,NA,"working","nonwhite","male",3,32,3,2,3,3,3,3,4,4,4,2,3,2,3,2,2,6,2,8,8
"2440",0,"ind","lower","nonwhite","female",2,32,3,2,2,2,4,1,5,3,5,5,3,5,4,5,4,14,3,7,6
"2441",0,"dem","middle",NA,"female",2,50,4,2,1,2,3,2,2,5,1,NA,3,3,3,2,3,NA,2,8,5
"2442",0,"ind","working","white","male",-7,-7,NA,NA,NA,NA,-7,NA,2,-7,2,5,-7,2,3,NA,NA,NA,NA,NA,NA
"2443",0,"ind","middle","white","male",2,41,5,2,2,2,6,4,4,4,2,NA,2,2,3,1,1,NA,5,14,6
"2444",0,"dem","working","nonwhite","male",2,17,1,1,1,1,3,1,5,5,4,1,3,3,3,3,3,7,2,4,3
"2445",0,"dem","middle","white","male",2,52,1,1,1,2,4,1,5,5,5,NA,2,2,3,2,3,NA,3,5,4
"2446",0,"ind","don't know/refuse","white","male",-6,-6,NA,NA,NA,NA,-6,NA,5,-6,5,3,-6,2,5,NA,NA,NA,NA,NA,NA
"2447",0,"ind","middle","white","male",3,50,3,1,4,1,4,2,1,5,2,1,3,3,4,4,1,6,3,8,6
"2448",1,"rep","middle","white","male",2,50,5,3,4,4,5,3,3,4,4,NA,3,3,4,2,3,NA,4,12,11
"2449",1,"rep","middle","white","female",2,5,3,3,3,3,4,3,4,4,5,1,4,4,3,1,3,5,3,9,9
"2450",0,"dem","working","white","male",-6,-6,NA,NA,NA,NA,-6,NA,4,-6,5,2,-6,2,3,NA,NA,NA,NA,NA,NA
"2451",0,"dem","don't know/refuse","nonwhite","female",2,800,5,5,1,1,2,3,3,2,3,1,3,3,1,4,1,6,1,9,7
"2452",0,"dem","lower","nonwhite","female",2,81,4,3,1,4,1,3,5,3,5,NA,2,3,1,3,3,NA,1,8,8
"2453",0,"dem","upper","white","female",2,32,2,1,2,2,6,4,5,5,2,1,3,3,3,1,1,3,5,11,5
"2454",1,"rep","working","white","male",2,41,5,2,4,2,5,5,4,4,4,1,4,5,4,5,4,10,4,14,8
"2455",1,"rep","upper","white","male",2,50,2,4,4,4,5,2,3,3,3,2,3,3,3,2,2,6,4,8,12
"2456",0,"dem","middle","white","female",2,48,2,1,1,2,3,3,5,5,5,NA,3,2,3,1,1,NA,2,7,4
"2457",1,"ind","lower","white","male",2,27,5,3,4,3,4,5,3,4,3,NA,5,5,4,4,4,NA,3,13,10
"2458",0,"dem","don't know/refuse",NA,NA,2,-9,3,NA,NA,NA,-9,3,-9,-9,-9,1,-9,4,4,5,5,11,NA,NA,NA
"2459",0,"dem","working","white","male",2,24,4,2,2,3,3,2,4,3,5,4,3,2,4,4,3,11,2,8,7
"2460",0,"rep","don't know/refuse","white","male",2,38,5,3,1,2,3,4,3,4,3,NA,3,4,4,3,1,NA,2,11,6
"2461",0,"ind","don't know/refuse","white","male",-6,-6,NA,NA,NA,NA,-6,NA,3,-6,5,NA,-6,4,5,NA,NA,NA,NA,NA,NA
"2462",0,"ind","working","white","female",-6,-6,NA,NA,NA,NA,-6,NA,5,-6,3,1,-6,5,3,NA,NA,NA,NA,NA,NA
"2463",0,"ind","working","nonwhite","female",-6,-6,NA,NA,NA,NA,-6,NA,1,-6,2,5,-6,4,1,NA,NA,NA,NA,NA,NA
"2464",0,NA,"don't know/refuse",NA,"male",-9,-8,NA,NA,NA,NA,-9,NA,-9,-9,-9,NA,-9,-9,3,NA,NA,NA,NA,NA,NA
"2465",0,"ind","working","nonwhite","male",2,64,3,3,2,3,4,2,3,3,3,1,3,3,3,3,3,7,3,8,8
"2466",0,"dem","lower",NA,"female",-6,-6,NA,NA,NA,NA,-6,NA,3,-6,4,NA,-6,4,2,NA,NA,NA,NA,NA,NA
"2467",1,"rep","working","white","female",3,29,4,4,3,4,6,4,5,4,5,1,3,4,3,2,3,6,5,13,11
"2468",0,"dem","middle","white","female",2,27,3,3,3,2,6,3,3,5,3,1,2,3,2,4,4,9,5,11,8
"2469",0,"ind","don't know/refuse","white","female",2,32,4,2,2,2,5,2,5,4,4,2,2,3,4,2,3,7,4,10,6
"2470",1,"rep","middle","white","male",2,5,5,3,3,3,6,5,3,4,3,2,4,3,3,4,4,10,5,15,9
"2471",0,"dem","middle","white","female",2,35,2,2,2,2,6,2,5,5,4,NA,3,3,1,3,2,NA,5,9,6
"2472",0,"rep","don't know/refuse","white","male",2,38,4,2,3,3,4,3,2,3,2,2,3,4,2,3,4,9,3,10,8
"2473",0,"rep","lower","white","female",2,30,3,5,5,1,7,4,3,3,-9,2,4,4,3,3,1,6,5,12,11
"2474",1,"ind","lower","white","female",2,27,5,5,5,5,7,5,4,5,4,2,5,4,1,5,5,12,5,15,15
"2475",1,"rep","middle","white","female",1,50,3,3,2,5,3,4,3,5,4,1,3,5,3,2,2,5,2,9,10
"2476",0,"ind","don't know/refuse",NA,"male",-6,-6,NA,NA,NA,NA,-6,NA,4,-6,5,1,-6,4,5,NA,NA,NA,NA,NA,NA
"2477",1,"ind","middle","white","male",2,10,4,4,4,4,6,NA,-5,3,-5,2,2,2,1,3,1,6,5,NA,12
"2478",1,"ind","working","white","female",3,24,5,1,4,2,4,4,3,5,2,2,2,4,2,3,3,8,3,12,7
"2479",0,"dem","don't know/refuse","white","female",2,24,3,1,2,2,4,1,5,5,4,2,2,3,2,2,3,7,3,7,5
"2480",0,"dem","middle","white","male",2,27,5,1,4,3,1,3,5,5,4,1,3,3,3,3,4,8,1,9,8
"2481",1,"rep","middle","white","male",2,38,3,2,2,2,-9,3,3,4,3,1,5,5,-2,3,4,8,NA,NA,6
"2482",0,"ind","middle","white","female",2,27,3,3,3,3,3,3,3,5,3,3,3,3,1,3,3,9,2,8,9
"2483",0,"rep","working","white","male",-6,-6,NA,NA,NA,NA,-6,NA,2,-6,2,3,-6,3,3,NA,NA,NA,NA,NA,NA
"2484",1,"ind","working","white","male",2,37,4,3,4,3,3,5,2,5,2,2,5,4,4,5,4,11,2,11,10
"2485",1,"dem","don't know/refuse","white","female",3,5,5,2,4,3,4,4,2,4,3,NA,3,4,3,2,4,NA,3,12,9
"2486",1,"rep","upper","white","female",2,800,5,4,4,2,5,4,3,3,3,NA,2,3,3,2,2,NA,4,13,10
"2487",0,"ind","working","white","male",-6,-6,NA,NA,NA,NA,-6,NA,3,-6,3,5,-6,3,3,NA,NA,NA,NA,NA,NA
"2488",0,NA,"don't know/refuse","nonwhite","female",3,31,4,3,4,4,1,5,1,3,4,NA,2,4,5,5,3,NA,1,10,11
"2489",1,"rep","working","nonwhite","male",2,27,4,2,2,2,4,5,3,2,3,4,3,3,2,5,3,12,3,12,6
"2490",0,"dem","middle","white","female",2,32,1,1,1,1,5,1,4,5,5,1,3,3,3,1,1,3,4,6,3
"2491",0,"dem","working","nonwhite","female",2,81,4,3,3,2,4,2,3,4,3,1,2,2,1,4,3,8,3,9,8
"2492",1,"ind","middle","white","male",1,38,5,2,2,2,3,2,2,3,3,1,2,4,4,2,2,5,2,9,6
"2493",0,"dem","working","nonwhite","female",3,7,4,1,2,2,3,2,4,5,4,1,2,2,4,1,3,5,2,8,5
"2494",1,"rep","don't know/refuse","white","female",2,27,5,4,3,5,3,3,3,5,3,NA,5,5,5,3,3,NA,2,10,12
"2495",0,"ind","lower","nonwhite","female",2,32,3,1,1,1,6,4,1,3,1,5,3,3,4,4,2,11,5,12,3
"2496",0,"dem","don't know/refuse","white","male",2,47,1,1,1,1,4,1,4,5,5,3,2,3,3,3,4,10,3,5,3
"2497",1,"ind","working","white","male",1,81,5,3,3,3,4,3,3,4,5,NA,3,3,2,2,3,NA,3,11,9
"2498",1,"rep","working","white","male",2,27,5,4,4,4,4,5,2,4,2,1,4,3,2,3,3,7,3,13,12
"2499",0,"dem","working",NA,"male",-6,-6,NA,NA,NA,NA,-6,NA,5,-6,2,1,-6,2,3,NA,NA,NA,NA,NA,NA
"2500",1,"rep","don't know/refuse","white","female",2,27,5,2,4,2,7,5,5,5,5,1,4,3,3,3,2,6,5,15,8
"2501",0,"dem","middle","nonwhite","female",1,32,1,2,2,2,3,1,3,5,3,NA,4,2,2,1,3,NA,2,4,6
"2502",0,"dem","middle","white","male",2,50,2,2,2,3,4,2,2,4,2,2,2,3,1,2,3,7,3,7,7
"2503",0,"ind","upper",NA,"female",-6,-6,NA,NA,NA,NA,-6,NA,-9,-6,-9,1,-6,3,3,NA,NA,NA,NA,NA,NA
"2504",0,"dem","lower","white","male",2,81,3,4,4,3,5,4,3,2,2,NA,4,5,3,3,3,NA,4,11,11
"2505",0,"dem","don't know/refuse","nonwhite","male",3,27,4,3,3,3,1,3,2,2,2,NA,2,2,2,3,3,NA,1,8,9
"2506",0,NA,"middle","white","male",3,48,5,3,5,5,7,5,3,4,4,5,3,4,5,5,1,11,5,15,13
"2507",1,"dem","working","white","female",2,50,4,1,3,2,2,3,3,4,4,4,3,4,3,5,3,12,1,8,6
"2508",0,"ind","don't know/refuse","white","female",2,17,3,2,3,2,5,3,2,5,4,1,1,3,2,1,3,5,4,10,7
"2509",0,"rep","middle","white","male",3,34,5,4,4,4,5,4,5,4,5,1,2,3,3,3,3,7,4,13,12
"2510",0,NA,"don't know/refuse",NA,NA,1,50,3,3,3,3,3,3,3,2,3,1,3,4,3,4,3,8,2,8,9
"2511",1,"ind","don't know/refuse","white","male",2,47,3,1,2,2,3,2,5,4,5,1,5,5,2,1,4,6,2,7,5
"2512",0,"dem","middle","white","male",2,48,2,1,1,1,4,1,5,5,5,2,1,2,2,2,4,8,3,6,3
"2513",0,"dem","don't know/refuse","nonwhite","female",-6,-6,NA,NA,NA,NA,-6,NA,3,-6,5,NA,-6,2,2,NA,NA,NA,NA,NA,NA
"2514",0,NA,"working","nonwhite","male",3,26,3,2,2,2,2,3,3,4,3,2,3,3,3,3,2,7,1,7,6
"2515",0,"ind","middle","white","male",2,800,4,1,1,2,6,5,1,3,1,NA,4,2,3,5,3,NA,5,14,4
"2516",0,"ind","don't know/refuse","white","female",2,26,4,2,4,2,5,3,4,4,3,NA,3,4,3,3,4,NA,4,11,8
"2517",0,NA,"don't know/refuse","white","female",-6,-6,NA,NA,NA,NA,-6,NA,5,-6,5,1,-6,2,3,NA,NA,NA,NA,NA,NA
"2518",0,"ind","working","white","male",-6,-6,NA,NA,NA,NA,-6,NA,3,-6,3,1,-6,4,2,NA,NA,NA,NA,NA,NA
"2519",1,"dem","middle","white","female",2,24,3,3,2,3,5,2,5,4,4,2,4,5,5,5,5,12,4,9,8
"2520",0,"rep","middle","white","female",2,-9,5,1,1,1,6,5,3,5,5,1,3,2,3,2,3,6,5,15,3
"2521",0,"dem","don't know/refuse","white","female",2,21,2,2,3,2,3,2,5,4,5,3,3,3,3,4,3,10,2,6,7
"2522",1,"ind","don't know/refuse","white","male",3,800,5,5,5,3,5,4,2,3,3,NA,3,4,3,3,2,NA,4,13,13
"2523",0,"dem","don't know/refuse","white","female",3,48,2,1,1,1,5,1,5,4,5,1,2,2,3,3,3,7,4,7,3
"2524",1,"ind","don't know/refuse","white","female",2,50,4,5,3,5,6,3,3,5,4,2,3,3,4,4,4,10,5,12,13
"2525",0,"dem","middle","white","male",2,52,2,1,1,2,5,2,2,5,3,2,2,3,3,2,4,8,4,8,4
"2526",0,"dem","don't know/refuse","white","male",-6,-6,NA,NA,NA,NA,-6,NA,5,-6,5,1,-6,2,2,NA,NA,NA,NA,NA,NA
"2527",0,"rep","middle","white","female",1,26,2,3,4,3,4,3,2,4,2,1,2,1,1,2,3,6,3,8,10
"2528",0,"ind","middle","nonwhite","male",-6,-6,NA,NA,NA,NA,-6,NA,2,-6,2,NA,-6,4,3,NA,NA,NA,NA,NA,NA
"2529",0,"dem","lower","nonwhite","female",1,32,2,2,2,2,3,1,3,4,2,1,2,2,1,2,3,6,2,5,6
"2530",0,"ind","don't know/refuse","white","female",1,800,2,1,1,2,4,3,5,4,5,2,2,3,3,3,2,7,3,8,4
"2531",0,"dem","don't know/refuse","white","female",3,38,4,2,2,4,3,3,4,4,5,NA,2,2,3,3,3,NA,2,9,8
"2532",0,"ind","working","white","female",2,38,4,2,3,3,3,2,3,4,3,4,3,4,5,5,3,12,2,8,8
"2533",0,"rep","don't know/refuse","white","male",2,48,2,1,2,2,3,1,5,5,5,1,1,1,3,3,1,5,2,5,5
"2534",1,"rep","middle","white","male",2,38,4,2,2,2,4,2,3,3,2,NA,3,3,3,2,3,NA,3,9,6
"2535",0,"dem","middle","white","male",2,59,1,1,1,1,3,1,5,5,5,NA,2,1,2,3,3,NA,2,4,3
"2536",0,"dem","upper","white","female",2,81,4,2,3,2,5,3,3,-9,4,NA,2,2,4,2,3,NA,4,11,7
"2537",0,"dem","lower","nonwhite","female",2,26,4,3,3,3,1,4,2,5,2,1,2,2,3,4,2,7,1,9,9
"2538",0,"dem","middle","white","male",2,27,3,3,3,3,4,3,3,5,3,NA,3,3,3,3,3,NA,3,9,9
"2539",1,"dem","working","white","male",3,81,4,3,4,3,3,3,2,4,3,1,3,3,2,3,2,6,2,9,10
"2540",0,"ind","working","white","female",2,32,5,3,4,4,3,3,3,4,5,NA,4,4,4,4,4,NA,2,10,11
"2541",1,"rep","don't know/refuse","white","female",2,37,5,2,2,3,5,4,3,4,4,1,4,4,3,2,2,5,4,13,7
"2542",0,"dem","don't know/refuse","white","female",2,32,1,1,1,2,2,1,5,4,5,1,3,2,4,2,3,6,1,3,4
"2543",0,"dem","don't know/refuse","nonwhite","male",2,50,4,1,1,1,3,3,3,4,2,NA,2,1,1,2,1,NA,2,9,3
"2544",0,"ind","don't know/refuse","white","male",1,800,3,1,2,1,2,2,2,5,1,4,1,2,3,4,3,11,1,6,4
"2545",1,"rep","middle","white","male",3,41,5,5,4,5,6,5,2,2,1,NA,4,4,3,2,1,NA,5,15,14
"2546",1,"rep","don't know/refuse","white","male",2,38,4,4,2,4,5,2,2,4,3,1,2,3,3,3,4,8,4,10,10
"2547",0,"dem","working","white","female",2,24,1,3,3,3,4,2,4,4,5,1,3,4,2,5,4,10,3,6,9
